row ID,row m/z,row retention time,Aludoviciana_pipe-APW.raw filtered Peak height,AmericanSpirit_pipe-APW.raw filtered Peak height,Auvaursi_pipe-APW.raw filtered Peak height,Blank_pipe-APW.raw filtered Peak height,Ceramic_Pipe_1-APW.raw filtered Peak height,Csericea_pipe-APW.raw filtered Peak height,Gshallon_pipe-APW.raw filtered Peak height,Linflata_pipe-APW.raw filtered Peak height,Nattenuata_pipe-APW.raw filtered Peak height,Nglauca_pipe-APW.raw filtered Peak height,Nobtusifolia_pipe-APW.raw filtered Peak height,Nquadrivalvis_pipe-APW.raw filtered Peak height,Nrustica_pipe-APW.raw filtered Peak height,Ntabacum_pipe-APW.raw filtered Peak height,Rglabra_pipe-APW.raw filtered Peak height,Ssonomensis_pipe-APW.raw filtered Peak height,Tbrevifolia_pipe-APW.raw filtered Peak height,Vthapsus_pipe-APW.raw filtered Peak height
2990,339.2219543,9.28288,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0
2991,337.2150269,10.1057,0,0,0,0,0,0,2248,0,0,0,0,0,0,0,0,0,0,0
2992,393.2837219,9.3376675,0,0,0,0,0,0,2248,0,0,0,2124,0,0,0,0,2109,0,2790
2993,295.1841431,5.17298,0,0,0,0,0,0,2247,0,0,0,0,0,0,0,0,0,0,0
2994,193.1593628,4.745295,0,0,0,0,0,0,2239,0,0,0,0,0,0,0,2106,0,0,0
2995,383.135376,7.5401,0,0,0,0,0,0,2239,0,0,0,0,0,0,0,0,0,0,0
2996,430.250351,11.211975,0,0,0,0,0,0,2237,0,0,0,3547,3001,0,0,0,0,0,2627
2997,407.3177185,10.8895,0,0,0,0,0,0,2235,0,0,0,0,0,0,0,0,0,0,0
2998,381.2494812,6.30012,0,0,0,0,0,0,2234,0,0,0,0,0,0,0,0,0,0,0
2999,187.1343689,10.7219,0,0,0,0,0,0,2229,0,0,0,0,0,0,0,0,0,0,0
3000,191.1414337,4.443795,0,0,0,0,0,0,2224,0,0,0,0,0,0,0,2923,0,0,0
3001,194.1616669,5.542435,0,0,0,0,0,0,2222,0,0,0,0,0,0,0,0,0,0,2353
3002,225.1231791,5.811475,0,0,0,0,0,0,2221,2152,2854,2253,2521,0,0,0,0,4406,0,0
3003,409.1875,11.5156,0,0,0,0,0,0,2217,0,0,0,0,0,0,0,0,0,0,0
3004,509.2480469,8.45953,0,0,0,0,0,0,2217,0,0,0,0,0,0,0,0,0,0,0
3005,521.3564453,10.6695,0,0,0,0,0,0,2216,0,0,0,0,0,0,0,0,0,0,0
3006,266.1651764,8.1973,0,0,0,0,0,0,2215,0,0,0,0,0,0,0,2129,0,0,0
3007,443.3182678,11.618,0,0,0,0,0,0,2212,0,0,0,0,0,0,0,0,0,0,0
3008,487.1619568,9.05243,0,0,0,0,0,0,2204,0,0,0,0,0,0,0,0,0,0,0
3009,335.1821289,10.158,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0
3010,179.142395,4.47525,0,0,0,0,0,0,2197,0,0,0,0,0,0,0,2946,2061,0,0
3011,145.0921326,10.7324,0,0,0,0,0,0,2195,0,0,0,0,0,0,0,0,0,0,0
3012,477.3462219,10.9314,0,0,0,0,0,0,2195,0,0,0,0,0,0,0,0,0,0,0
3013,505.335144,10.6067,0,0,0,0,0,0,2192,0,0,0,0,0,0,0,0,0,0,0
3014,313.1561584,9.297424,0,0,0,0,0,0,2190,10851,0,0,3283,0,0,0,0,9546,0,4236
3015,167.1454926,3.642075,0,0,0,0,0,0,2188,0,0,0,0,0,0,0,2006,2086,0,3808
3016,191.059967,6.46772,0,0,0,0,0,0,2184,0,0,0,0,0,0,0,0,0,0,0
3017,295.229126,11.5761,0,0,0,0,0,0,2184,0,0,0,0,0,0,0,0,0,0,0
3018,366.2377625,7.72865,0,0,0,0,0,0,2175,0,0,0,0,0,0,0,0,0,0,0
3019,184.1013947,4.513726667,0,0,0,0,0,0,2173,0,0,0,0,0,0,0,2699,3062,0,0
3020,131.0780029,10.7219,0,0,0,0,0,0,2170,0,0,0,0,0,0,0,0,0,0,0
3021,407.3177185,10.9419,0,0,0,0,0,0,2170,0,0,0,0,0,0,0,0,0,0,0
3022,335.2460632,9.15197,0,0,0,0,0,0,2166,0,0,0,0,0,0,0,0,0,2282,0
3023,382.9047241,0.6277625,0,0,0,0,0,0,2166,2316,0,0,0,2089,2504,0,0,0,0,0
3024,277.197876,11.2956,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0
3025,223.1680756,4.53638,0,0,0,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0
3026,335.1981201,11.1071,0,0,0,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0
3027,365.2387797,8.54102,0,0,0,0,0,0,2158,3071,0,0,0,0,0,0,0,3962,0,0
3028,257.1383362,9.96138,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,0,0,0
3029,445.1582947,7.1229,0,0,0,0,0,0,2152,0,0,0,0,0,0,0,0,0,0,0
3030,261.2141113,10.7533,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0
3031,277.197876,11.5156,0,0,0,0,0,0,2149,0,0,0,0,0,0,0,0,0,0,0
3032,351.230957,11.35945,0,0,0,0,0,0,2148,0,0,0,2374,0,2344,3017,0,0,0,0
3033,379.2831726,9.0468,0,0,0,0,0,0,2143,0,0,0,0,0,0,0,0,3249,0,0
3034,391.2693481,8.45953,0,0,0,0,0,0,2140,0,0,0,0,0,0,0,0,0,0,0
3035,213.0859222,1.04178,0,0,0,0,0,0,2133,0,0,0,0,0,0,0,0,0,0,0
3036,481.3026733,11.6704,0,0,0,0,0,0,2132,0,0,0,0,0,0,0,0,0,0,0
3037,161.095108,3.380076667,0,0,0,0,0,0,2131,2737,0,0,0,0,0,0,2019,0,0,0
3038,477.3652954,11.0257,0,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,0,0,0
3039,365.2443542,7.64485,0,0,0,0,0,0,2130,0,0,0,0,0,0,0,0,0,0,0
3040,493.3668823,10.5543,0,0,0,0,0,0,2130,0,0,0,0,0,0,0,0,0,0,0
3041,225.1810303,4.58875,0,0,0,0,0,0,2129,0,0,0,0,0,0,0,0,0,0,0
3042,291.1855164,11.84635,0,0,0,0,0,0,2127,0,0,0,0,0,0,0,2115,0,0,0
3043,211.1088715,4.90949,0,0,0,0,0,0,2125,0,0,0,0,0,0,0,4490,4204,0,0
3044,526.8526001,0.6619415,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,2048
3045,199.0796051,1.041955,0,0,0,0,0,0,2121,0,0,0,0,0,0,0,0,0,0,2110
3046,201.1265259,5.308855,0,0,0,0,0,0,2121,0,0,0,0,0,0,0,0,2747,0,0
3047,377.2287292,8.19765,0,0,0,0,0,0,2121,0,0,0,0,0,0,0,0,0,0,0
3048,378.255249,8.31288,0,0,0,0,0,0,2121,0,0,0,0,0,0,0,0,0,0,0
3049,194.1616669,5.44533,0,0,0,0,0,0,2119,0,0,0,0,0,0,0,0,0,0,0
3050,211.1405792,4.03548,0,0,0,0,0,0,2119,0,0,0,0,0,0,0,0,0,0,0
3051,477.3271484,11.0966,0,0,0,0,0,0,2118,0,0,0,0,0,0,0,0,0,0,0
3052,215.1138077,5.1939,0,0,0,0,0,0,2112,0,0,0,0,0,0,0,0,0,0,4749
3053,423.293396,9.11528,0,0,0,0,0,0,2109,0,0,0,0,0,0,0,0,0,0,0
3054,223.1094055,5.30195,0,0,0,0,0,0,2103,0,0,0,0,0,0,0,0,2549,0,3585
3055,411.1677551,7.15433,0,0,0,0,0,0,2102,0,0,0,0,0,0,0,0,0,0,0
3056,193.1472321,6.13252,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0
3057,295.2066345,8.77142,0,0,0,0,0,0,2096,0,0,0,0,0,0,0,0,0,0,0
3058,183.0988541,1.041955,0,0,0,0,0,0,2091,0,0,0,0,0,0,0,0,0,0,2394
3059,395.1991272,11.0547,0,0,0,0,0,0,2090,0,0,0,0,0,0,0,0,0,0,0
3060,161.095108,3.469485,0,0,0,0,0,0,2088,2590,0,0,0,0,0,0,0,0,0,0
3061,184.937439,0.677483,0,0,0,0,0,0,2088,0,0,0,0,0,0,0,0,0,0,0
3062,457.2954712,11.7856,0,0,0,0,0,0,2088,0,0,0,0,0,0,0,0,0,0,0
3063,137.1232147,10.7324,0,0,0,0,0,0,2087,0,0,0,0,0,0,0,0,0,0,0
3064,523.3616943,10.2523,0,0,0,0,0,0,2083,0,0,0,0,0,0,0,0,0,0,0
3065,339.8976135,0.656533,0,0,0,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0
3066,425.2984619,10.9,0,0,0,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0
3067,303.1112061,4.66207,0,0,0,0,0,0,2079,0,0,0,0,0,0,0,0,0,0,0
3068,172.1027527,4.15391,0,0,0,0,0,0,2078,0,0,0,0,0,0,0,2580,0,0,3967
3069,309.1906433,11.7856,0,0,0,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0
3070,203.1434631,5.48723,0,0,0,0,0,0,2074,0,0,0,0,0,0,0,0,0,0,0
3071,343.2131958,12.0269,0,0,0,0,0,0,2068,0,0,0,0,0,0,0,0,0,0,0
3072,177.0453186,6.55962,0,0,0,0,0,0,2067,0,0,0,0,0,0,0,0,0,0,0
3073,343.1485291,9.52382,0,0,0,0,0,0,2067,0,0,0,0,0,0,0,0,0,0,0
3074,337.1990051,9.98776,0,0,0,0,0,0,2065,0,0,0,0,0,2566,0,0,0,0,0
3075,321.2645874,9.83568,0,0,0,0,0,0,2062,0,0,0,0,0,0,0,0,0,0,0
3076,243.1730652,6.8215,0,0,0,0,0,0,2058,0,0,0,0,0,0,0,0,0,0,0
3077,395.2598877,6.55962,0,0,0,0,0,0,2057,0,0,0,0,0,0,0,0,0,0,0
3078,505.3155212,10.3047,0,0,0,0,0,0,2057,0,0,0,0,0,0,0,0,0,0,0
3079,229.1283112,6.25822,0,0,0,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,0
3080,547.3879395,11.1804,0,0,0,0,0,0,2053,0,0,0,0,0,0,0,0,0,0,0
3081,373.1702881,9.3766,0,0,0,0,0,0,2052,0,0,0,0,0,0,0,3418,0,0,0
3082,205.1579742,5.715285,0,0,0,0,0,0,2051,0,0,0,0,0,0,0,0,0,0,2387
3083,181.1460724,4.962036667,0,0,0,0,0,0,2048,0,0,0,0,0,0,0,2272,0,0,2162
3084,243.1730652,6.24711,0,0,0,0,0,0,2046,0,0,0,0,0,0,0,2184,0,0,0
3085,279.2000427,10.9314,0,0,0,0,0,0,2046,0,0,0,0,0,0,0,0,0,0,0
3086,181.1225739,6.1057075,0,0,0,0,0,0,2045,0,0,0,0,0,0,0,2425,2499,0,3210
3087,158.089798,3.353875,0,0,0,0,0,0,2043,0,0,0,0,0,0,0,0,0,0,2579
3088,543.1375732,7.5401,0,0,0,0,0,0,2039,0,0,0,0,0,0,0,0,0,0,0
3089,225.1237259,5.6968475,0,0,0,0,0,0,2038,2373,0,0,0,0,0,0,2180,2050,0,0
3090,283.17453,7.9172,0,0,0,0,0,0,2035,0,0,0,0,0,0,0,0,0,0,0
3091,489.3707581,11.639,0,0,0,0,0,0,2031,0,0,0,0,0,0,0,0,0,0,0
3092,335.1821289,10.42,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,0,0
3093,335.2460632,9.068155,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,6311,0
3094,289.1456909,11.4546,0,0,0,0,0,0,2025,0,0,0,0,0,0,0,5296,0,9287,0
3095,203.1434631,5.62103,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0
3096,363.2200317,7.9591,0,0,0,0,0,0,2019,0,0,0,0,0,0,0,0,0,0,0
3097,423.293396,8.93938,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0
3098,197.0860443,4.863475,0,0,0,0,0,0,2017,0,0,0,2637,0,2479,0,2681,0,0,0
3099,465.3300476,11.2537,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0
3100,147.081131,2.5966,0,0,0,0,0,0,2016,2067,0,0,0,0,0,0,2183,0,0,0
3101,229.1547546,6.38924,0,0,0,0,0,0,2014,2086,0,0,0,0,0,0,0,0,0,0
3102,285.2055359,9.94043,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0
3103,612.8401489,0.667,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,2029,0,0
3104,203.1434631,5.764935,0,0,0,0,0,0,2012,2082,0,0,0,0,0,0,2009,3145,0,0
3105,231.1347351,6.40487,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0
3106,247.1988373,7.71755,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,2645,0,0,0
3107,295.2066345,8.72952,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0
3108,179.142395,4.05643,0,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0
3109,187.1104889,4.37072,0,0,0,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0
3110,261.178833,8.80283,0,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0
3111,470.315033,9.44002,0,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0
3112,207.1698456,6.1011,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0
3113,232.0713959,3.1393,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0
3114,423.2125854,10.9314,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0
3115,422.2433167,8.48102,0,0,0,0,0,0,0,160051,0,0,0,0,0,0,0,0,0,0
3116,239.1330872,6.63312,0,0,0,0,0,0,0,23331,0,0,0,0,0,0,0,0,0,0
3117,169.1605835,3.95265625,0,0,0,0,0,0,0,20133,8720,9518,0,0,24184,0,31662,26069,8371,50497
3118,306.1930237,6.01983,0,0,0,0,0,0,0,19410,0,0,0,0,0,0,0,0,0,0
3119,436.2149658,9.00267,0,0,0,0,0,0,0,11862,0,0,0,0,0,0,0,0,0,0
3120,297.1824036,9.6369,0,0,0,0,0,0,0,10861,0,0,0,0,0,0,0,0,0,0
3121,209.153656,6.090556,0,0,0,0,0,0,0,10788,0,0,5167,0,0,0,0,7734,3034,9617
3122,398.1869405,10.16543333,0,0,0,0,0,0,0,9890,0,0,0,0,10024,0,0,0,2713,0
3123,402.2679443,8.78268,0,0,0,0,0,0,0,9747,0,0,0,0,0,0,0,0,0,0
3124,288.2137146,6.73787,0,0,0,0,0,0,0,8707,0,0,0,0,0,0,0,0,0,0
3125,292.2217712,5.2883,0,0,0,0,0,0,0,8345,0,0,0,0,0,0,0,0,0,0
3126,419.2773743,11.54105,0,0,0,0,0,0,0,8322,4933,0,0,0,4917,0,0,0,0,3898
3127,216.1254628,4.763393333,0,0,0,0,0,0,0,7672,0,0,3770,0,6251,0,0,0,0,0
3128,290.1510925,5.30948,0,0,0,0,0,0,0,7078,0,0,0,0,0,0,0,0,0,0
3129,272.2420044,5.41443,0,0,0,0,0,0,0,6954,0,0,0,0,0,0,0,0,0,0
3130,422.2433167,8.3551,0,0,0,0,0,0,0,6913,0,0,0,0,0,0,0,0,0,0
3131,226.0858765,5.99888,0,0,0,0,0,0,0,6847,0,0,0,0,0,0,0,0,0,0
3132,317.1663361,11.99535,0,0,0,0,0,0,0,6771,0,0,0,0,0,0,0,14281,0,0
3133,436.2332153,9.02362,0,0,0,0,0,0,0,6076,0,0,0,0,0,0,0,0,0,0
3134,368.2034912,6.44693,0,0,0,0,0,0,0,6014,0,0,0,0,0,0,0,0,0,0
3135,196.152626,5.362,0,0,0,0,0,0,0,5905,0,0,3100,0,0,0,0,0,0,0
3136,340.2115479,12.04885,0,0,0,0,0,0,0,5847,0,0,0,0,0,0,2815,0,0,0
3137,278.1652832,4.7145,0,0,0,0,0,0,0,5797,0,0,0,0,0,0,0,0,0,0
3138,340.2115479,6.63312,0,0,0,0,0,0,0,5611,0,0,0,0,0,0,0,0,0,0
3139,408.2373759,11.80406667,0,0,0,0,0,0,0,5578,0,0,0,0,192232,0,0,0,0,12074
3140,242.1938629,3.67158,0,0,0,0,0,0,0,5431,0,0,0,0,0,0,0,0,0,0
3141,278.1652832,4.90305,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,0
3142,350.1948242,8.00117,0,0,0,0,0,0,0,5224,0,0,0,0,0,0,0,0,0,0
3143,306.2273865,6.03842,0,0,0,0,0,0,0,4915,0,0,0,0,0,0,0,0,0,0
3144,438.2229614,8.48102,0,0,0,0,0,0,0,4884,0,0,0,0,0,0,0,0,0,0
3145,211.1278992,5.45633,0,0,0,0,0,0,0,4814,0,0,0,0,0,0,0,0,0,0
3146,313.1509908,9.296456667,0,0,0,0,0,0,0,4708,0,0,0,0,0,0,0,7474,0,2092
3147,295.1654053,6.981505,0,0,0,0,0,0,0,4430,0,0,3813,0,0,0,0,2047,0,2266
3148,410.1902924,7.5306,0,0,0,0,0,0,0,4290,0,0,0,0,0,0,0,2261,0,0
3149,153.0915985,2.508143333,0,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,2823,0,2772
3150,136.0533622,0.993614143,0,0,0,0,0,0,0,4133,3212,3380,0,0,6262,0,4149,2961,0,6621
3151,331.1824036,9.30407,0,0,0,0,0,0,0,4090,0,0,0,0,0,0,0,0,0,0
3152,369.1757202,10.5964,0,0,0,0,0,0,0,4090,0,0,0,0,0,0,0,0,0,0
3153,211.1247253,5.17297,0,0,0,0,0,0,0,4073,0,0,0,0,0,0,0,0,0,2465
3154,316.9020691,0.7723,0,0,0,0,0,0,0,3987,0,0,0,0,0,0,0,0,0,0
3155,436.2332153,8.97123,0,0,0,0,0,0,0,3936,0,0,0,0,0,0,0,0,0,0
3156,292.2068481,5.39348,0,0,0,0,0,0,0,3914,0,0,0,0,0,0,0,0,0,0
3157,244.1178589,10.79843333,0,0,0,0,0,0,0,3836,0,0,0,0,6059,0,0,5778,0,0
3158,289.1797104,11.8783,0,0,0,0,0,0,0,3646,0,0,0,0,0,0,0,0,0,2624
3159,293.2001038,5.27783,0,0,0,0,0,0,0,3633,0,0,0,0,0,0,0,0,0,0
3160,313.1716003,9.293085,0,0,0,0,0,0,0,3619,0,0,0,0,0,0,0,9675,0,0
3161,214.111969,3.519275,0,0,0,0,0,0,0,3615,2442,0,2234,0,0,0,2366,3381,0,6349
3162,437.2731628,9.00267,0,0,0,0,0,0,0,3615,0,0,0,0,0,0,0,0,0,0
3163,404.2138672,9.19932,0,0,0,0,0,0,0,3594,0,0,0,0,0,0,0,0,0,0
3164,526.8726196,0.660194667,0,0,0,0,0,0,0,3562,0,0,2311,0,0,0,0,0,0,3675
3165,189.1280823,4.819235,0,0,0,0,0,0,0,3525,0,0,0,0,2113,0,0,0,0,0
3166,288.1840515,4.9659,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,0,0
3167,339.1777496,12.00585,0,0,0,0,0,0,0,3499,0,0,0,0,0,0,0,6178,0,0
3168,167.1060028,3.219403333,0,0,0,0,0,0,0,3497,0,0,0,0,0,0,0,2216,0,2607
3169,167.1060028,3.342466,0,0,0,0,0,0,0,3433,0,0,2557,0,0,0,0,3379,2642,3974
3170,181.1225739,4.12623,0,0,0,0,0,0,0,3398,0,0,0,0,0,0,0,2232,0,3131
3171,209.145771,6.3444925,0,0,0,0,0,0,0,3357,2329,0,2109,0,0,0,0,3734,0,0
3172,368.1699829,6.43647,0,0,0,0,0,0,0,3357,0,0,0,0,0,0,0,0,0,0
3173,308.1783447,4.924,0,0,0,0,0,0,0,3297,0,0,0,0,0,0,0,0,0,0
3174,190.1183853,3.6372625,0,0,0,0,0,0,0,3236,0,0,2024,0,2652,0,0,0,0,5721
3175,173.1034698,3.394096667,0,0,0,0,0,0,0,3221,0,0,2252,3229,9177,0,0,2597,0,4285
3176,526.8626099,0.6566585,0,0,0,0,0,0,0,3213,0,2119,0,0,0,0,0,3210,0,3297
3177,240.1229935,6.7951,0,0,0,0,0,0,0,3205,0,0,0,0,0,0,0,3547,0,0
3178,211.1278992,4.902866667,0,0,0,0,0,0,0,3187,0,0,5793,0,0,0,0,15820,0,0
3179,317.1896515,9.641625,0,0,0,0,0,0,0,3187,0,0,0,0,0,0,0,3473,0,0
3180,181.1225739,4.26944,0,0,0,0,0,0,0,3170,0,0,0,0,0,0,0,2065,0,3769
3181,225.1220856,6.18724,0,0,0,0,0,0,0,3165,2009,0,0,0,2189,0,0,3530,0,0
3182,408.2256165,8.37605,0,0,0,0,0,0,0,3161,0,0,0,0,0,0,0,0,0,0
3183,274.1900635,5.65322,0,0,0,0,0,0,0,3151,0,0,0,0,0,0,0,0,0,0
3184,150.0820313,4.72807,0,0,0,0,0,0,0,3141,0,0,0,0,0,0,0,3030,0,5657
3185,311.1664124,10.5964,0,0,0,0,0,0,0,3114,0,0,0,0,0,0,0,0,0,0
3186,307.1829834,6.01983,0,0,0,0,0,0,0,3104,0,0,0,0,0,0,0,0,0,0
3187,293.2001038,5.27783,0,0,0,0,0,0,0,3633,0,0,0,0,0,0,0,0,0,0
3188,316.8748474,0.782783,0,0,0,0,0,0,0,3081,0,0,0,0,0,0,0,0,0,0
3189,275.1956482,5.88367,0,0,0,0,0,0,0,3079,0,0,0,0,0,0,0,0,0,0
3190,365.2401733,8.614365,0,0,0,0,0,0,0,2993,0,0,0,0,0,0,0,4000,0,0
3191,200.0940247,4.68307,0,0,0,0,0,0,0,2990,0,0,0,0,0,0,0,0,0,0
3192,322.1414795,6.77977,0,0,0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,0
3193,263.1507263,6.457575,0,0,0,0,0,0,0,2968,0,0,2901,0,0,0,0,0,0,0
3194,311.1625671,6.368545,0,0,0,0,0,0,0,2939,0,0,2239,0,0,0,0,0,0,0
3195,509.2579041,11.6292,0,0,0,0,0,0,0,2935,0,0,0,0,0,0,0,0,0,0
3196,240.1263733,6.7952375,0,0,0,0,0,0,0,3205,0,0,0,0,2580,0,0,3547,0,5806
3197,365.2401733,8.698165,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,3800,0,0
3198,209.141037,8.42863,0,0,0,0,0,0,0,2781,0,0,0,0,0,0,0,0,0,0
3199,528.4267578,10.8687,0,0,0,0,0,0,0,2725,0,0,0,0,0,0,0,0,0,0
3200,464.2478333,8.89792,0,0,0,0,0,0,0,2721,0,0,0,0,0,0,0,0,0,0
3201,173.10306,3.798345714,0,0,0,0,0,0,0,2717,0,0,2200,3629,8659,3414,0,2118,0,2247
3202,295.1654053,6.806235,0,0,0,0,0,0,0,2700,0,0,2253,0,0,0,0,0,0,0
3203,181.1695709,5.147812,0,0,0,0,0,0,0,2696,0,0,2095,0,2617,0,0,2921,2687,0
3204,365.2359924,8.82458,0,0,0,0,0,0,0,2693,0,0,0,0,0,0,0,0,0,0
3205,331.1506348,10.8163,0,0,0,0,0,0,0,2684,0,0,0,0,0,0,0,0,0,0
3206,236.8805084,0.682883,0,0,0,0,0,0,0,2667,0,0,0,2002,0,0,0,0,0,0
3207,316.9040222,0.803633,0,0,0,0,0,0,0,2663,0,0,0,0,0,0,0,0,0,2202
3208,256.1872559,5.94652,0,0,0,0,0,0,0,2636,0,0,0,0,0,0,0,0,0,0
3209,214.1002655,5.78938,0,0,0,0,0,0,0,2634,0,0,0,0,0,0,0,0,0,0
3210,153.1294098,3.89811,0,0,0,0,0,0,0,2632,0,0,0,0,0,0,0,2145,0,2999
3211,297.1673584,9.63987,0,0,0,0,0,0,0,2603,0,0,0,0,0,0,0,20787,0,2590
3212,229.1203827,9.95924,0,0,0,0,0,0,0,2602,2447,0,2349,0,0,0,0,4248,0,3449
3213,315.1716003,9.0731,0,0,0,0,0,0,0,2584,0,0,0,0,0,0,0,3879,0,0
3214,313.1716003,9.314035,0,0,0,0,0,0,0,2583,0,0,0,0,0,0,0,8187,0,0
3215,347.1708679,0.940333,0,0,0,0,0,0,0,2565,0,0,0,0,0,0,0,0,0,0
3216,196.1556854,5.07875,0,0,0,0,0,0,0,2561,0,0,0,0,0,0,0,0,0,0
3217,306.2197571,6.05937,0,0,0,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0
3218,196.1679077,5.956183333,0,0,0,0,0,0,0,2547,0,0,0,0,0,0,10476,2718,0,0
3219,379.2780823,8.926646,0,0,0,0,0,0,0,2535,0,0,2485,2503,0,4956,0,3223,0,0
3220,244.1542511,3.91255,0,0,0,0,0,0,0,2530,0,0,0,0,0,0,0,0,0,0
3221,269.0464172,11.4428,0,0,0,0,0,0,0,2488,0,0,0,0,0,0,0,0,0,0
3222,419.3153687,11.53274,0,0,0,0,0,0,0,2484,3808,0,2964,3002,0,0,0,0,0,5755
3223,215.1306076,5.20678,0,0,0,0,0,0,0,2479,0,0,0,0,0,0,3878,2015,5186,0
3224,543.3207397,11.84325,0,0,0,0,0,0,0,2473,0,0,0,0,0,0,0,2904,0,0
3225,329.2707214,10.3683,0,0,0,0,0,0,0,2470,0,0,0,0,0,0,0,0,0,0
3226,340.2558289,12.04885,0,0,0,0,0,0,0,2459,0,0,0,0,0,0,5258,0,0,0
3227,161.0969594,4.26264,0,0,0,0,0,0,0,2453,0,0,0,0,2139,0,0,2172,0,0
3228,317.1779785,10.942,0,0,0,0,0,0,0,2428,0,0,0,0,0,0,0,0,0,0
3229,451.127655,11.6292,0,0,0,0,0,0,0,2424,0,0,0,0,0,0,0,0,0,0
3230,299.157196,10.6802,0,0,0,0,0,0,0,2418,0,0,0,0,0,0,0,0,0,0
3231,248.0969887,5.47426,0,0,0,0,0,0,0,2417,0,0,0,0,2387,0,0,2370,0,3557
3232,244.122406,10.7987,0,0,0,0,0,0,0,3836,0,0,5739,0,0,0,0,5778,0,0
3233,190.1138763,3.8497,0,0,0,0,0,0,0,2386,0,0,0,0,0,0,0,0,0,0
3234,290.1659546,5.30948,0,0,0,0,0,0,0,2385,0,0,0,0,0,0,0,0,0,0
3235,288.1840515,6.42598,0,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,0,0,0
3236,316.3040314,10.7745,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0,0
3237,197.0860443,5.03069,0,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,3168,3167
3238,223.1094055,5.56942,0,0,0,0,0,0,0,2329,0,0,0,0,0,0,0,0,0,0
3239,433.3115845,11.47685,0,0,0,0,0,0,0,2316,0,0,0,0,6151,0,0,0,0,0
3240,334.2158508,5.88367,0,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,0,0,0
3241,420.2991638,11.5268,0,0,0,0,0,0,0,2287,0,0,0,0,0,0,0,0,0,0
3242,215.1298065,5.47752,0,0,0,0,0,0,0,2249,0,0,0,0,0,0,0,0,0,0
3243,202.1120148,6.7693,0,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,0,0,0
3244,271.2561646,9.07362,0,0,0,0,0,0,0,2231,0,0,0,0,0,0,0,0,0,0
3245,278.1288801,6.694197143,0,0,0,0,0,0,0,2227,2872,0,3845,0,4697,2223,0,3336,0,3479
3246,190.1319275,2.7334,0,0,0,0,0,0,0,2222,0,0,0,0,0,0,0,0,0,0
3247,426.3253174,11.2713,0,0,0,0,0,0,0,2216,7217,2407,0,0,2846,0,0,0,0,5164
3248,175.1107178,4.29787,0,0,0,0,0,0,0,2214,0,0,0,0,0,0,0,0,0,0
3249,207.0504761,6.23743,0,0,0,0,0,0,0,2206,0,0,0,0,0,0,0,0,0,0
3250,165.1312714,3.32822,0,0,0,0,0,0,0,2199,0,0,0,0,0,0,0,0,0,0
