row ID,row m/z,row retention time,Aludoviciana_pipe-APW.raw filtered Peak height,AmericanSpirit_pipe-APW.raw filtered Peak height,Auvaursi_pipe-APW.raw filtered Peak height,Blank_pipe-APW.raw filtered Peak height,Ceramic_Pipe_1-APW.raw filtered Peak height,Csericea_pipe-APW.raw filtered Peak height,Gshallon_pipe-APW.raw filtered Peak height,Linflata_pipe-APW.raw filtered Peak height,Nattenuata_pipe-APW.raw filtered Peak height,Nglauca_pipe-APW.raw filtered Peak height,Nobtusifolia_pipe-APW.raw filtered Peak height,Nquadrivalvis_pipe-APW.raw filtered Peak height,Nrustica_pipe-APW.raw filtered Peak height,Ntabacum_pipe-APW.raw filtered Peak height,Rglabra_pipe-APW.raw filtered Peak height,Ssonomensis_pipe-APW.raw filtered Peak height,Tbrevifolia_pipe-APW.raw filtered Peak height,Vthapsus_pipe-APW.raw filtered Peak height
1029,339.1523031,12.01753333,2027,0,0,0,0,2670,0,0,0,0,0,0,0,0,0,12252,0,0
1030,237.2165375,9.177916667,2026,0,0,0,0,0,3497,0,0,0,0,0,0,0,0,0,0,3739
1031,214.1130371,10.3895,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,225.1253662,6.336685,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504
1033,169.1612385,3.607567692,2023,2394,4341,0,0,0,0,8719,3773,3397,8690,4989,9765,0,10545,17551,4382,31697
1034,175.0760651,5.63199,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653
1035,151.1158752,2.368383333,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,0,4529
1036,379.2661743,11.0157,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,459.3450928,11.60446667,2019,0,0,0,0,0,0,0,2096,0,3988,0,0,0,0,0,0,0
1038,211.1120377,5.658185,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650
1039,754.8071289,0.649694333,2018,0,2555,0,0,0,0,2582,0,0,0,0,0,0,2093,2077,0,2632
1040,202.0871887,10.9738,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,457.2923584,11.21893333,2017,0,0,0,0,0,0,0,0,0,2213,0,0,0,0,2117,0,0
1042,251.1539001,3.30753,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,366.2795105,11.1914,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,431.2979164,11.235625,2014,0,0,0,0,0,0,2181,21323,4671,0,0,2600,2630,0,11411,0,14758
1045,461.3649292,11.8702,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,237.1325073,5.64302,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,406.3052368,11.6083,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,166.1255951,7.60342,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,332.3096401,11.33363333,2008,0,2174,0,4114,0,2076,0,2078,2347,2406,2454,2037,2625,0,0,0,0
1050,447.3252258,12.0169,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,199.1134796,4.35075,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,160.0717926,2.733155,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825
1053,432.2972443,11.47904,18268,0,0,0,0,0,0,0,0,0,4525,4402,0,0,0,0,0,36322
1054,214.8289948,0.725121,2000,2839,0,0,0,0,0,0,0,0,0,4583,2020,0,0,0,0,0
1055,253.157074,7.50103,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,434.2934875,11.556,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,275.1884155,7.60308,0,227396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,132.0743866,1.033904,0,119482,0,0,0,0,0,0,3942,0,0,6435,19540,12945,0,0,0,0
1059,163.1125183,1.033904,0,111689,0,0,0,0,0,0,4407,0,0,5217,3491,12483,0,0,0,0
1060,193.0380402,5.22277,0,69320,3159,0,0,13480,0,0,0,0,0,0,0,0,5174,0,0,0
1061,341.1864319,11.7758,0,59913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,130.0584808,1.033904,0,53794,0,0,0,0,0,0,2132,0,0,2954,9527,6197,0,0,0,0
1063,243.1328361,10.79342273,0,37927,2808,0,0,5353,5671,11129,169954,7247,181091,62744,3937,19565,18164,0,6817,0
1064,269.0750427,2.6706,0,26775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,251.1089401,7.25978,0,25246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,359.1964722,9.95162,0,25179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,273.1790771,4.31898,0,23987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,247.1302032,5.36233,0,19819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,345.2135315,10.2216,0,15890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,249.086319,6.44156,0,15783,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0
1071,497.3428268,9.4528425,0,15693,0,0,0,0,0,0,5321,0,0,96998,32269,0,0,0,0,0
1072,343.1970215,11.8282,0,14818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,345.2135315,10.5858,0,14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,237.1257782,0.678733,0,13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,275.1811829,7.60308,0,13178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,171.0792389,3.53565,0,12581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,157.0651398,2.68108,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,437.1570452,10.80257778,0,10255,0,0,0,2209,0,0,0,0,0,0,0,0,0,0,0,0
1079,361.2095947,10.0749,0,10249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,342.1708069,11.7654,0,9188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,117.0517731,1.03767,0,8729,0,0,0,0,0,0,0,0,0,0,2214,0,0,0,0,0
1082,291.1855164,4.3085,0,8327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,120.0746231,1.04307,0,8145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,301.2673035,9.17466,0,8075,0,0,0,0,0,6586,0,0,0,0,0,3100,0,0,0,0
1085,239.1027069,4.49175,0,7992,0,0,0,0,0,0,0,0,2652,0,0,0,0,0,0,0
1086,237.1190643,6.17463,0,7904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,191.1323853,10.6794,0,7610,0,0,0,0,0,0,0,0,0,0,0,0,11398,0,0,0
1088,375.1882935,9.28302,0,7573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,314.126297,6.643875,0,7498,0,0,0,0,0,0,0,0,0,0,2382,0,0,0,0,0
1090,179.1073456,1.0371625,0,7289,0,0,0,0,0,0,0,0,0,2581,5854,2001,0,0,0,0
1091,345.2135315,11.3592,0,7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,106.059288,1.05353,0,7206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,499.3574829,10.017356,0,7042,0,0,0,0,0,0,47072,0,0,3791,134991,2883,0,0,0,0
1094,301.1991272,11.7758,0,6996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,191.1323853,10.4199,0,6525,0,0,0,0,0,0,0,0,0,0,0,0,10263,0,0,0
1096,361.2261963,12.0563,0,6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,415.1868258,10.8045125,0,6498,7169,0,0,0,0,0,6384,3432,2591,2302,7061,2548,0,0,0,0
1098,227.1365051,6.488595556,0,6289,0,0,0,9595,0,0,0,3627,0,2419,0,0,0,0,0,0
1099,375.1882935,9.62688,0,6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,249.0759888,6.43677,0,6018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,215.1294079,5.4230775,0,5990,3499,0,0,2327,0,3859,2880,0,0,0,0,0,8149,4201,16897,0
1102,163.1125183,1.0429,0,5988,0,0,0,0,0,0,0,0,0,0,15626,0,0,0,0,0
1103,342.1708069,11.7654,0,9188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,251.0985413,7.27025,0,5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,419.1902466,8.5126,0,5737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,343.2131958,11.8282,0,5722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,291.1855164,3.833855,0,5603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,130.0554962,1.24212,0,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,376.2459412,10.2041,0,5439,0,0,0,0,0,0,6582,0,0,0,0,0,0,0,0,0
1110,304.1608582,4.88255,0,5408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,475.3493896,10.38638,0,5330,0,0,0,0,0,0,40459,0,0,10905,29157,7646,0,0,0,0
1112,168.0567436,0.950152063,0,5305,8128,0,0,12018,22377,4558,0,4881,3244,5601,6869,10578,15916,0,0,0
1113,131.0780029,1.04307,0,5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,164.0951843,1.03258,0,5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,132.0693665,1.04307,0,5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,386.6979675,0.730492,0,4997,0,0,0,0,0,0,0,0,0,7156,0,0,0,0,0,0
1117,341.1864319,11.9958,0,4962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,345.2297668,10.2321,0,4923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,235.153717,6.37368,0,4901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,179.1073456,1.498445,0,4853,0,0,0,0,0,0,0,0,0,0,0,2188,0,0,0,0
1121,359.1799316,10.0145,0,4782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,177.0932312,1.037125,0,4736,0,0,0,0,0,0,0,0,0,2008,2178,0,0,0,0,0
1123,343.1889648,11.8387,0,4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,365.2193298,8.3031,0,4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,183.0899963,4.80898,0,4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,253.1154175,7.8021,0,4595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,345.2297668,10.5754,0,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,249.0989482,6.432766667,0,4539,3390,0,0,0,0,0,0,0,0,0,0,0,9513,0,0,0
1129,159.0792542,3.31782,0,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,273.1646423,6.72792,0,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,255.1263885,2.96397,0,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,178.0165863,5.19463,0,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,497.3218964,9.46907,0,4344,0,0,0,0,0,0,14356,0,0,19431,6400,3890,0,0,0,0
1134,282.1324463,0.594933,0,4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,179.0713247,2.305748333,0,4305,10237,0,0,0,2681,3308,0,0,0,0,0,2626,0,0,0,0
1136,305.1208191,3.38067,0,4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,193.1588956,5.73073,0,4192,0,0,0,0,0,0,10645,10322,0,4182,16920,5439,0,29019,11003,0
1138,229.1547546,6.257956667,0,4152,0,0,0,7905,0,0,5654,10997,8426,3748,12171,5309,0,11222,0,0
1139,341.1864319,11.7654,0,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,193.0259247,5.19463,0,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,375.1882935,9.5245,0,3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,195.1726532,5.701006923,0,3985,0,0,0,6066,0,0,5139,8750,8401,2649,9344,4435,0,0,7228,0
1143,301.1991272,9.95162,0,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,319.2024231,9.95162,0,3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,253.101532,4.19327,0,3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,343.2131958,11.8073,0,3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,190.0747375,4.3602,0,3905,0,0,0,0,0,0,0,0,0,0,0,0,2646,0,0,0
1148,239.107769,6.805845,0,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,3572,0,0
1149,240.225591,9.17466,0,3834,0,0,0,0,0,2889,0,0,0,0,0,6499,0,0,0,0
1150,343.2131958,11.8911,0,3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,234.0906219,3.34925,0,3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,273.1646423,4.31898,0,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,276.203125,7.60308,0,3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,261.1294556,2.96397,0,3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,361.2095947,10.3682,0,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,270.1286316,2.6706,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,497.3436381,10.99763333,0,3572,0,0,0,0,0,0,6345,0,0,0,105900,0,0,0,0,0
1158,212.8205007,0.730389,0,3507,0,0,0,0,0,2057,0,0,0,2043,0,0,0,0,0,0
1159,361.2095947,10.8163,0,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,361.2095947,10.2216,0,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,345.2135315,10.8058,0,3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,376.2386954,10.89194286,0,3418,0,2962,0,0,0,0,2054,5510,0,6820,0,6887,0,0,6268,0
1163,252.1302338,7.2493,0,3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,347.1220703,1.014,0,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,370.7261454,0.730394667,0,3364,0,0,0,0,0,0,0,0,0,4539,2235,0,0,0,0,0
1166,386.8782349,0.661339,0,3361,0,0,0,0,2340,2165,0,2061,0,0,0,0,0,2069,0,0
1167,183.0767097,4.2843175,0,3340,0,0,0,0,2644,0,0,0,0,0,0,0,0,2759,0,3198
1168,356.9009329,0.661561538,0,3337,4223,14044,0,0,5917,4475,0,0,6014,5561,4270,3867,0,4430,0,3309
1169,319.1712341,11.7654,0,3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,305.2275696,10.2321,0,3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,179.141908,4.668118333,0,3312,4381,0,0,6284,0,12150,0,5733,6896,2021,0,3037,0,0,7193,0
1172,119.078021,10.80334737,0,3279,2930,2208,0,0,0,0,2848,0,0,0,2762,0,0,0,0,0
1173,415.1972018,10.8031,0,3273,0,3871,0,0,0,0,2908,0,0,0,0,0,0,0,0,0
1174,654.81427,0.642847773,0,3255,0,0,2350,2978,0,2467,0,0,2948,2367,0,2353,3762,2696,2503,2126
1175,183.1731208,4.698589286,0,3254,6786,0,0,3288,11804,10945,5054,6198,10926,6023,12444,0,0,19301,5822,29461
1176,276.1233215,7.61355,0,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,249.0966492,6.451795,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,3164,0,0,0
1178,239.1072057,6.639973333,0,3198,0,0,0,0,2124,0,0,0,0,0,0,0,0,3162,0,0
1179,117.0281601,1.03258,0,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,345.2135315,11.6292,0,3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,273.1646423,6.6546,0,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,146.0506592,3.296373333,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,26769,0,4398,0
1183,230.1403656,9.76307,0,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,269.1126328,2.6726975,0,3115,0,0,0,0,0,0,0,0,0,2037,2403,2533,0,0,0,0
1185,235.1269379,1.04307,0,3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,232.1135101,3.139106667,0,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,2716,0,4504
1187,273.1646423,6.80125,0,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,164.0951843,1.03258,0,5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,230.1436768,9.762385,0,3117,0,0,0,0,0,0,0,0,0,5576,0,0,0,0,0,0
1190,267.1024475,4.49705,0,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,384.8858171,0.637680364,0,3004,2052,7117,3801,0,0,0,9743,0,0,0,0,0,0,0,0,0
1192,320.8405805,0.691252429,0,2997,0,0,0,0,0,4876,0,3294,0,2210,0,3313,4023,0,0,2424
1193,343.1889648,11.912,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,365.1776123,8.7721,0,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,171.0811412,3.54564,0,2963,0,0,0,0,0,0,0,2068,0,0,0,2397,0,0,0,0
1196,261.1717834,11.7654,0,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,343.1970215,11.5768,0,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,640.8157349,0.640060706,0,2937,2353,0,0,2605,3830,5371,3410,3492,2616,2211,0,2850,4438,5021,0,4618
1199,301.1991272,10.0249,0,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,273.1646423,6.54985,0,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,132.0743866,1.49357,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,638.8173218,0.629912,0,2898,2017,0,0,0,0,0,3070,3176,0,0,0,0,0,0,0,0
1203,187.0746613,3.3702,0,2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,196.1556854,3.34925,0,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,248.153717,5.36233,0,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,227.08461,10.3682,0,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,319.2024231,10.0145,0,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,301.2559509,9.17835,0,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,270.1286316,2.6706,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,239.0993347,6.80125,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,240.20755,9.14683,0,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,437.1632007,10.80358571,0,2732,0,0,0,0,0,0,9187,0,0,3696,8843,5170,0,0,0,0
1213,218.0720856,2.450164,0,2718,0,0,0,4528,17298,0,0,0,0,0,0,0,7514,0,0,0
1214,239.107769,3.181485,0,2717,0,0,0,0,0,0,0,0,0,0,2107,0,0,0,0,0
1215,346.1955566,10.5858,0,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,317.1702271,11.9225,0,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,311.178717,9.246928,0,2698,0,0,0,0,9699,0,0,0,0,0,0,0,3564,0,0,0
1218,301.1839905,11.7654,0,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,365.2026367,8.01218,0,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,499.3355408,10.00322,0,2639,0,0,0,0,0,0,12438,0,0,2761,6951,0,0,0,0,0
1221,297.1447754,7.60308,0,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,656.8040771,0.646226286,0,2626,0,0,0,0,0,0,0,2704,0,0,0,0,3243,2019,0,0
1223,395.151413,5.998425,0,2623,0,0,0,0,0,0,0,0,0,0,0,0,0,4908,0,0
1224,237.1409035,0.67520825,0,2621,0,0,0,0,0,0,2733,0,0,14302,2139,0,0,0,0,0
1225,497.3598633,9.467783333,0,2613,0,0,0,0,0,0,0,0,0,18412,0,10605,0,0,0,0
1226,377.0592041,3.66137,0,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,193.0501709,5.19463,0,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,501.368866,10.6692,0,2582,0,0,0,0,0,0,4369,0,0,4138,2229,0,0,0,0,0
1229,349.133728,3.74518,0,2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,131.0780029,1.03258,0,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,204.0559311,1.98369,0,2563,84405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,235.0800934,5.7756225,0,2485,2758,0,0,3005,0,0,0,0,0,0,0,0,0,0,0,0
1233,289.2001343,8.39738,0,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,377.2032776,9.18873,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,248.153717,5.36233,0,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,345.2297668,11.3487,0,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,291.1780396,4.81949,0,2465,2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,438.1681519,10.79445,0,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,654.8031006,0.646258333,0,2443,0,0,0,0,0,0,0,2644,0,0,0,0,2370,0,0,0
1240,412.8964539,0.6410084,0,2430,4731,3237,0,0,0,0,0,3277,0,2451,3406,3760,0,0,0,0
1241,419.1723938,8.27168,0,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,276.203125,7.60308,0,3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,175.1098916,4.033144286,0,2403,0,0,0,2311,0,5601,2936,0,3157,0,2904,0,0,0,2588,0
1244,227.1394297,6.209808,0,2397,6756,0,0,2261,8759,7001,5720,5708,6290,3154,11809,2685,10577,8299,4905,0
1245,321.1550903,3.68232,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,193.1588956,5.415640769,0,2379,16255,0,0,5946,0,6931,4141,3797,4731,0,4107,2255,0,10154,4724,0
1247,185.0918121,4.6937,0,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,314.1379089,6.64413,0,2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,313.1638794,4.31898,0,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,189.0920715,2.04433,0,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,309.1676331,9.361585,0,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4259,0
1252,261.1717834,9.95162,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,273.1646423,4.24565,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,215.1410097,5.208756429,0,2321,10028,0,0,3047,9874,11485,4799,3999,7217,3232,7498,2638,19877,9396,0,0
1255,359.2130432,9.94113,0,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,239.1128387,4.49705,0,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,157.073349,2.686005,0,2294,0,0,0,0,0,0,0,2258,0,0,0,0,0,0,0,0
1258,170.0473938,4.13042,0,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,408.2597923,11.80745,0,2259,0,0,0,0,0,0,3563,0,161926,0,0,0,0,0,6688,0
1260,163.0790863,3.17486,0,2256,0,0,0,0,0,2431,0,0,2059,0,0,0,0,5092,0,3457
1261,409.1489729,9.809693182,0,2256,2926,3895,4579,0,0,0,0,2354,0,0,5239,0,0,0,0,0
1262,319.1634216,10.9843,0,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,387.1716563,10.8182,0,2251,0,3637,4610,0,0,0,0,0,2223,2334,0,2551,0,0,0,0
1264,540.8409424,0.649221429,0,2246,0,0,0,0,0,0,0,2513,0,0,0,0,2141,0,0,0
1265,317.1702271,11.8282,0,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,415.1665363,10.7999625,0,2232,0,0,0,0,0,0,2527,0,0,0,0,0,0,0,0,0
1267,361.2261963,10.0749,0,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,273.1790771,4.3085,0,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,152.0994415,2.83261,0,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440
1270,393.1798401,4.08852,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,358.894577,0.646872222,0,2189,2749,2224,0,0,0,2380,3263,2387,0,2930,2439,2362,0,2671,2308,0
1272,217.1287613,5.02259,0,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805
1273,351.0020799,0.947665462,0,2183,2902,0,0,2854,2551,0,0,2244,2108,0,0,2941,3168,0,3104,0
1274,261.123111,6.757545,0,2179,0,0,0,2249,0,8839,5128,10344,9926,5463,13845,5692,0,0,0,11761
1275,275.1920319,7.64498,0,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,365.2193298,8.609365,0,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886
1277,287.2215576,10.5858,0,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,215.0977936,3.65088,0,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,213.0923004,3.0978,0,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,211.0739899,8.8872,0,2147,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,359.2130432,10.0145,0,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,287.2067566,10.2321,0,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,245.1175797,7.23819,0,2122,0,0,0,0,0,0,3877,0,0,0,6586,0,0,4670,2591,0
1284,229.1547546,6.188832,0,2117,0,0,0,0,0,0,0,0,0,0,0,3026,0,0,0,0
1285,540.8510742,0.651499833,0,2111,0,0,0,0,0,0,0,0,0,0,0,0,2131,0,0,0
