row ID,row m/z,row retention time,116APW.raw filtered Peak height,116MTBE.raw filtered Peak height,116TA.raw filtered Peak height,Auvaursi_pipe-APW.raw filtered Peak height,Auvaursi_pipe-MTBE.raw filtered Peak height,Auvaursi_pipe-TA.raw filtered Peak height,Csericea_pipe-APW.raw filtered Peak height,Csericea_pipe-MTBE.raw filtered Peak height,Csericea_pipe-TA.raw filtered Peak height,Nattenuata_pipe-APW.raw filtered Peak height,Nattenuata_pipe-MTBE.raw filtered Peak height,Nattenuata_pipe-TA.raw filtered Peak height,Nquadrivalvis_pipe-APW.raw filtered Peak height,Nquadrivalvis_pipe-MTBE.raw filtered Peak height,Nquadrivalvis_pipe-TA.raw filtered Peak height,Nrustica_pipe-APW.raw filtered Peak height,Nrustica_pipe-MTBE.raw filtered Peak height,Nrustica_pipe-TA.raw filtered Peak height,Ntabacum_pipe-APW.raw filtered Peak height,Ntabacum_pipe-MTBE.raw filtered Peak height,Ntabacum_pipe-TA.raw filtered Peak height,Rglabra_pipe-APW.raw filtered Peak height,Rglabra_pipe-MTBE.raw filtered Peak height,Rglabra_pipe-TA.raw filtered Peak height,Tbrevifolia_pipe-APW.raw filtered Peak height,Tbrevifolia_pipe-MTBE.raw filtered Peak height,Tbrevifolia_pipe-TA.raw filtered Peak height,Blank_pipe-APW.raw filtered Peak height,Blank_pipe-MTBE.raw filtered Peak height,Blank_pipe-TA.raw filtered Peak height
1331,227.0564232,2.1294525,0,0,0,22149,36515,30493,0,0,21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,195.0286865,3.974805,0,0,0,21557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22466,0,0,0,0,0,0,0,0
1333,384.9309082,0.643685714,0,0,0,21473,0,10652,0,0,0,0,0,0,23663,0,0,23056,0,22405,32586,0,0,16556,0,0,0,0,0,0,0,0
1334,223.1831643,9.916481429,0,0,0,21010,55916,11867,21771,56975,0,0,0,0,0,0,0,0,0,0,0,0,0,55045,108973,0,0,0,0,0,0,0
1335,279.2333984,8.948416667,0,0,0,20388,22070,0,33960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,257.1639252,9.84492375,0,0,0,20234,29706,0,14971,17587,0,0,0,0,0,0,0,0,0,0,0,0,0,11661,13011,0,17934,21536,0,0,0,0
1337,179.0328609,4.386644286,0,0,0,20006,0,13428,14676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54778,28750,21908,0,0,0,0,0,0
1338,638.8707275,0.654855313,0,0,0,19865,0,21096,0,0,0,0,0,14333,0,0,0,0,0,15539,11426,0,0,16221,0,0,0,0,0,14831,0,17721
1339,175.1222656,3.799326667,0,0,0,19650,13167,14439,0,0,0,0,0,11331,0,29456,0,0,0,23105,0,10423,0,67598,32204,13816,13741,0,11650,0,0,0
1340,355.2456543,8.948312,0,0,0,19481,27222,0,34996,36511,13146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,382.9290577,0.635975727,0,0,0,19190,0,17235,10277,0,0,14471,0,14152,13102,0,0,16419,0,0,17549,0,0,17601,0,0,0,0,0,12353,0,12674
1342,295.0837097,1.725835,0,0,0,19096,0,29577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,430.299142,11.05913571,0,0,0,19073,0,0,11479,0,0,309493,0,0,491269,691573,11530,650689,0,0,111097,137395,0,29734,12063,0,20536,14709,0,0,0,0
1344,245.1511002,4.447281667,0,0,0,19028,0,32975,0,0,0,0,0,12371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13514,19457,10024
1345,167.1190796,5.457850526,0,0,0,18610,24257,25583,14371,18320,11165,0,0,20921,0,21792,14577,0,0,38349,10065,17985,12114,63017,78244,34756,12818,13327,11604,0,0,0
1346,187.0866874,6.707507619,0,0,0,18151,22778,0,0,0,0,110887,42863,53306,77533,178766,37341,255784,166511,47254,35536,159191,17254,35391,32606,0,87783,104604,30302,0,0,0
1347,182.9730591,0.6227356,0,0,0,17973,0,19527,16779,0,0,14384,0,0,24321,0,19858,26597,0,24431,25267,0,0,16893,0,0,19690,0,0,12395,0,13661
1348,289.1518453,4.899103333,0,0,0,17961,29609,0,0,0,0,0,25575,10228,0,0,0,29301,19780,0,0,0,0,0,0,0,0,0,0,0,15320,0
1349,277.2165527,11.92684,0,0,0,17644,23937,0,0,0,0,0,0,0,0,11375,0,0,0,0,0,0,0,0,0,0,27315,16014,0,0,0,0
1350,251.1989746,11.9924,0,0,0,17451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,249.0450745,0.73005,0,0,0,17387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,243.1492462,9.059896667,0,0,0,17362,19101,0,0,0,0,0,0,0,0,0,0,11389,0,0,0,10079,0,41573,52426,0,0,0,0,0,0,0
1353,253.2162781,11.86805,0,0,0,17092,17812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49661,49891,0,32026,24484,0,0,0,0
1354,251.1966705,9.491363333,0,0,0,17072,17894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131276,0,0,0,0,0,0,0,0
1355,216.097105,2.7164475,0,0,0,16963,0,18682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,257.1630554,10.07475,0,0,0,16856,29273,0,15284,16912,0,0,0,0,0,0,0,0,0,0,0,0,0,31799,35120,0,0,0,0,0,0,0
1357,410.9270325,0.645396333,0,0,0,16784,0,17034,0,0,0,0,0,12590,0,0,0,10253,0,16341,12585,0,0,14664,0,0,0,0,0,12408,0,14208
1358,191.0766182,2.1897825,0,0,0,16782,0,28270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,209.1655149,8.700921818,0,0,0,16778,20253,0,10479,11759,0,0,0,0,0,16993,0,0,0,13895,0,11380,0,72452,78682,11851,10372,0,0,0,0,0
1360,223.9928146,0.6276667,0,0,0,16705,0,18669,13107,0,0,17455,0,0,23335,0,0,23081,0,0,23970,0,0,18726,0,0,14654,0,0,11543,0,0
1361,231.1139832,3.390098,0,0,0,16582,22019,12751,0,0,0,0,0,10170,0,0,0,0,22134,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,220.0616455,1.03436,0,0,0,16417,0,0,0,0,10146,0,0,0,0,0,0,0,0,0,0,0,0,15672,0,14458,0,0,0,0,0,0
1363,231.1511536,4.16082625,0,0,0,16412,0,10861,0,0,0,0,0,0,0,0,0,16597,0,11904,0,0,0,51861,11875,11755,11689,0,0,0,0,0
1364,277.2165527,10.3506,0,0,0,16278,15828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,377.230835,11.909675,0,0,0,16180,17547,0,12353,12377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,167.1481761,4.191993913,0,0,0,16062,0,17841,10966,0,0,10924,0,0,0,0,0,0,0,12969,0,0,0,29605,15533,11240,14198,0,0,0,0,0
1367,261.1387405,6.8148125,0,0,0,15913,0,0,0,0,0,14093,0,0,13457,33130,0,34867,0,0,10980,22965,0,36062,35232,0,0,0,0,0,0,0
1368,190.134346,4.250886,0,0,0,15875,0,10637,0,0,0,13007,0,10581,0,0,0,19583,0,16756,0,0,0,88668,39277,25603,0,0,0,0,0,0
1369,441.3292847,10.85635,0,0,0,15849,18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,298.2715759,10.78815,0,0,0,15736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27685,0,0,0,0,0,0,0,0
1371,185.0405273,0.93697925,0,0,0,15589,20167,0,18643,22152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,477.3738403,10.9704,0,0,0,15519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,665.2564087,4.335586,0,0,0,15252,10173,15188,17955,0,15158,23723,11778,16413,0,0,0,0,0,0,0,0,0,12842,0,13482,14479,0,13818,35770,13681,39045
1374,245.130973,5.094927778,0,0,0,15148,0,12690,0,0,0,11765,0,17648,19581,20378,13451,23590,10840,35376,10200,19660,12745,36182,17500,17749,16873,0,16333,0,0,0
1375,220.0567239,1.770405455,0,0,0,15086,0,15429,0,0,23448,0,0,0,0,0,0,0,0,0,0,0,0,14241,0,47245,0,0,0,0,0,0
1376,191.0803528,1.95123,0,0,0,15085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,138.9755543,0.653214357,0,0,0,14982,0,21494,11122,0,0,0,0,16705,11549,0,11958,10716,0,16912,13517,0,10951,15476,0,11899,0,0,0,15218,0,21436
1378,231.0383301,0.9552415,0,0,0,14857,0,14622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,335.033347,0.959083429,0,0,0,14807,0,17393,11145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10573,0,0,0,0,0,0,0,0
1380,291.1824951,11.85334,0,0,0,14760,15457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26325,29755,0,0,16396,0,0,0,0
1381,289.181015,11.56426667,0,0,0,14663,14961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88352,98232,0,38201,24230,0,0,0,0
1382,295.0837097,1.05246,0,0,0,14663,0,14071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,665.2676392,4.331553571,0,0,0,14535,0,14096,18612,0,16664,25100,11194,16884,0,0,0,0,0,0,0,0,0,13714,0,14008,14304,0,14927,37873,16043,36481
1384,378.2290751,11.98683333,0,0,0,14532,14536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118283,17699,0,54739,20907,0,0,0,0
1385,311.230957,9.381355,0,0,0,14448,17321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22398,0,0,0,16785,0,0,0,0
1386,227.1535568,6.237387,0,0,0,14334,0,0,0,0,0,13871,0,0,0,22835,0,26997,0,14063,0,10859,0,35759,29707,0,12378,0,0,0,0,0
1387,301.0220337,0.751,0,0,0,14322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,347.3067017,10.89227143,0,0,0,14312,0,0,0,0,0,20423,0,0,21845,20535,0,0,0,0,0,16751,0,0,0,0,15920,20120,0,0,0,0
1389,249.1874644,11.57998333,0,0,0,13943,15936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40482,31824,0,138772,91606,0,0,0,0
1390,239.1559296,6.862645625,0,0,0,13851,20460,0,0,0,0,34148,15355,10076,17736,75085,0,42670,37815,0,0,41416,0,20875,22595,0,17808,19546,0,0,0,0
1391,227.1534424,5.93398,0,0,0,13591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,619.0810547,4.70245,0,0,0,13529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,205.0855255,1.084,0,0,0,13515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,185.9620514,0.62895,0,0,0,13479,0,0,0,0,0,10505,0,0,10178,0,0,0,0,0,11094,0,0,12866,0,0,0,0,0,11685,0,0
1395,447.0930786,3.50493,0,0,0,13409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,218.0813904,2.6274,0,0,0,13385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,642.8739014,0.6507366,0,0,0,13381,0,15535,0,0,0,0,0,0,0,0,0,0,0,11801,0,0,0,12401,0,0,0,0,0,0,0,11067
1398,437.1986694,10.91040556,0,0,0,13318,123563,39887,0,14662,51034,22466,103405,31244,0,0,0,26095,83077,56000,10309,0,0,0,80270,35303,0,0,23962,52534,113127,54193
1399,241.1725464,7.090843333,0,0,0,13285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24105,23412,0,0,0,0,0,0,0
1400,414.8830261,0.7771585,0,0,0,13225,0,18923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,181.1716461,6.04683,0,0,0,13178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,377.2774658,8.222715,0,0,0,13160,11735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,217.1991486,9.394696,0,0,0,13134,13242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169841,16376,24263,0,0,0,0,0,0
1404,296.946228,0.640664286,0,0,0,13122,0,12295,0,0,0,0,0,0,10284,0,0,11286,0,13248,11844,0,0,11254,0,0,0,0,0,0,0,0
1405,243.210495,10.85635,0,0,0,13092,12080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,193.1340167,6.000175,0,0,0,12920,11449,13739,10120,10723,0,0,0,10432,0,10428,0,0,0,17739,0,0,0,44897,44623,24461,0,0,0,0,0,0
1407,239.1768951,4.75483,0,0,0,12885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,110.0116348,0.648771357,0,0,0,12876,0,12158,10472,0,0,13854,0,12633,15128,0,12578,15002,0,16633,15243,0,13115,12368,0,0,11765,0,0,0,0,10217
1409,197.106842,5.04426875,0,0,0,12865,0,0,0,0,0,10278,0,0,0,22483,0,17616,11736,0,0,11345,0,20119,0,0,10241,0,0,0,0,0
1410,223.1830088,10.13585,0,0,0,12746,40316,0,12742,38790,0,0,0,0,0,0,0,0,0,0,0,0,0,34397,79370,0,0,0,0,0,0,0
1411,415.2127032,10.90867857,0,0,0,12675,117653,18057,0,0,31741,0,66019,0,0,0,0,16207,52761,27215,0,0,0,0,71875,19370,0,0,15945,27417,78339,21286
1412,202.0897064,2.1477,0,0,0,12671,0,14382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,235.2037964,11.87153333,0,0,0,12642,50472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81142,0,0,0,0,0
1414,218.0813904,2.56455,0,0,0,12583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,317.0858612,1.031525,0,0,0,12477,0,0,15011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,299.1014099,3.50493,0,0,0,12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,479.3978882,9.59217,0,0,0,12360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,195.1506195,5.397134583,0,0,0,12331,31478,22950,21069,22830,13668,54548,48109,130346,15113,196618,45336,25736,103218,109670,18446,52937,14364,77914,63543,32175,173658,125423,125754,0,0,0
1419,229.0521393,7.3831,0,0,0,12181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,235.210495,9.352568,0,0,0,12177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11261,0,46294,35981,11487,0,0,0
1421,239.1546783,6.692397778,0,0,0,12146,16599,0,0,0,0,27637,13083,0,19879,88752,0,39142,35603,0,0,40269,0,21872,21477,0,15962,15192,0,0,0,0
1422,205.0855255,1.99313,0,0,0,12128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,175.1242218,3.97393,0,0,0,12111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,450.9050293,0.64654575,0,0,0,12057,0,10231,0,0,0,0,0,0,0,0,0,0,0,12286,10383,0,0,0,0,0,0,0,0,0,0,0
1425,243.1492462,9.283243333,0,0,0,12054,21719,0,11417,15365,0,0,0,0,0,0,0,0,0,0,0,0,0,25709,34244,0,0,0,0,0,0,0
1426,303.0475159,5.36,0,0,0,11902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,193.0525055,5.70026,0,0,0,11827,10549,0,11827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18943,15162,0,0,0,0,0,0,0
1428,235.0632324,4.2856,0,0,0,11800,0,11413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,251.2128143,11.8506,0,0,0,11795,11679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32056,29702,0,19020,13270,0,0,0,0
1430,195.1506195,8.03232375,0,0,0,11783,24594,12211,12682,28219,0,0,0,0,0,0,0,0,0,0,0,0,0,37820,59545,11323,0,0,0,0,0,0
1431,268.9501648,0.630211857,0,0,0,11783,0,0,0,0,0,10024,0,0,11371,0,0,11321,0,15057,11690,0,0,10205,0,0,0,0,0,0,0,0
1432,193.0525055,4.86558,0,0,0,11753,14193,0,38017,26801,18800,0,0,0,0,0,0,0,0,0,0,0,0,13039,0,0,0,0,0,0,0,0
1433,452.9082031,0.64155,0,0,0,11517,0,0,0,0,0,0,0,0,0,0,0,0,0,11568,0,0,0,0,0,0,0,0,0,0,0,0
1434,237.2299042,9.24887,0,0,0,11319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,179.1561127,5.18193,0,0,0,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,209.2005157,7.83115,0,0,0,11249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,343.1541138,9.65001,0,0,0,11237,13584,0,11338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65175,59295,0,0,0,0,0,0,0
1438,167.1642303,4.20236,0,0,0,11234,0,12441,0,0,0,0,0,10190,0,0,0,0,0,0,0,0,0,0,13066,14543,10579,0,0,0,0,0
1439,335.2674561,8.71201,0,0,0,11217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13275,0,0,288101,64761,36062,0,0,0
1440,455.3546753,11.04785,0,0,0,11202,15487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,534.8375854,0.7666915,0,0,0,11047,0,46291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,154.9632939,0.653816857,0,0,0,11010,0,15972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11666,0,0
1443,335.0456085,0.97101675,0,0,0,10998,0,81958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,322.997998,0.87692,0,0,0,10969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11940,0,0,0,0,0,0,0,0,14080,0,0
1445,193.1628946,5.873227692,0,0,0,10921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17383,15591,0,0,0,0,0,0,0
1446,347.0952148,1.00239,0,0,0,10920,0,0,26530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,209.1623295,8.574651429,0,0,0,10896,13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35935,36261,0,0,0,0,0,0,0
1448,227.1666107,6.403808333,0,0,0,10850,0,12314,0,0,0,0,0,0,0,12644,0,15195,0,0,0,0,0,20104,18788,0,0,0,0,0,0,0
1449,528.4464722,10.9245,0,0,0,10847,14132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,707.276062,4.723233889,0,0,0,10837,12495,15293,21293,15130,20823,32729,19407,16806,0,0,0,0,0,0,0,0,0,14440,12251,15096,18542,11829,19769,56211,33716,42361
1451,277.0860138,4.943475,0,0,0,10827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,638.9066772,0.6518415,0,0,0,10827,0,12376,0,0,0,0,0,0,0,0,0,0,0,14865,12736,0,0,0,0,0,0,0,0,0,0,0
1453,223.2167053,8.58083,0,0,0,10814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,528.4364624,10.9245,0,0,0,10809,12307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,295.2261963,11.116,0,0,0,10808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10982,0,0,25533,0,0,0,0,0
1456,209.1647491,9.008016667,0,0,0,10803,24210,0,10923,22707,0,0,0,0,0,0,0,0,0,0,0,0,0,42594,54654,0,0,0,0,0,0,0
1457,167.1190796,5.731364,0,0,0,10785,12798,17496,11068,11474,0,0,0,13010,0,10353,0,0,0,21789,0,0,0,34591,0,18263,0,0,0,0,0,0
1458,251.2474213,9.875,0,0,0,10779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,337.22052,10.85613333,0,0,0,10768,13494,0,10311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,353.204895,10.85635,0,0,0,10765,14502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,217.160553,11.8667,0,0,0,10764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,221.0892029,2.21055,0,0,0,10696,0,24315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,241.1725464,6.9569,0,0,0,10681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19519,17890,0,0,0,0,0,0,0
1464,412.9233398,0.660555333,0,0,0,10601,0,10783,0,0,0,0,0,0,0,0,0,0,0,10619,0,0,0,0,0,0,0,0,0,0,0,0
1465,351.0260925,0.95027075,0,0,0,10589,0,0,14867,0,10861,0,0,0,0,0,0,0,0,0,0,0,0,11763,0,0,0,0,0,0,0,0
1466,127.0405697,3.013422,0,0,0,10533,12866,50432,0,10977,16191,0,0,0,0,0,0,0,0,0,0,0,0,15294,10467,17911,0,0,14594,0,0,0
1467,221.0437622,3.47329,0,0,0,10526,0,13704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,227.1666107,6.523925,0,0,0,10490,0,0,0,0,0,0,0,0,0,15846,0,12831,0,0,0,0,0,34279,0,0,0,0,0,0,0,0
1469,229.1380168,9.879814286,0,0,0,10489,0,0,0,0,0,460669,197508,71865,197952,512736,53428,717971,570513,63070,57675,366850,16331,0,0,0,0,10288,0,0,0,0
1470,219.176721,11.90787647,0,0,0,10322,11163,15678,11529,13424,16395,0,12073,12157,0,0,0,0,0,0,0,0,0,10014,11158,15962,10075,11283,14759,18697,15941,17871
1471,249.1415253,6.48678,0,0,0,10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,249.0086648,0.831890429,0,0,0,10269,0,16532,0,0,10082,0,0,10327,0,0,12388,0,0,0,0,0,15245,0,0,0,0,0,0,0,0,30069
1473,432.3117953,11.51418182,0,0,0,10269,0,0,38612,13535,0,197888,0,0,72217,0,0,168440,0,0,21033,24968,0,0,0,0,16989,11620,0,0,0,0
1474,181.1363983,6.52006625,0,0,0,10261,20796,15729,0,16159,0,0,0,0,0,0,0,0,0,11946,0,0,0,39713,60939,20352,0,0,0,0,0,0
1475,136.0632629,0.9841466,0,0,0,10219,0,0,0,0,0,18513,0,0,0,0,0,31592,0,13266,0,0,0,0,0,0,27457,0,0,0,0,0
1476,534.8275146,0.7666915,0,0,0,10209,0,43172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,279.1987534,11.896825,0,0,0,10122,12810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30337,32876,0,0,0,0,0,0,0
1478,243.1492462,9.34313,0,0,0,10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,179.1511383,4.954385,0,0,0,10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,279.218811,10.8459,0,0,0,10072,10370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,349.2862854,8.74843,0,0,0,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,185.1118011,4.609248333,0,0,0,10007,0,0,0,0,0,10127,0,0,0,0,0,21350,0,0,0,0,0,21426,0,0,15635,0,10651,0,0,0
1483,387.1853638,9.9291,0,0,0,0,324300,0,0,0,0,0,335696,0,0,0,0,0,258501,0,0,0,0,0,0,0,0,0,0,0,91229,0
1484,289.1723633,4.895493333,0,0,0,0,245196,13203,0,0,0,0,249196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,105.0709991,9.92386,0,0,0,0,152322,0,0,0,0,0,148279,0,0,0,0,0,116383,0,0,0,0,0,0,0,0,0,0,0,38934,0
1486,489.2282817,9.92905,0,0,0,0,51256,0,0,0,0,0,38328,0,0,0,0,0,24906,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,229.1320694,9.879545,0,0,0,0,48394,0,0,16728,0,0,23750,15613,0,0,0,0,22528,0,0,18755,0,11647,70118,0,67426,108145,0,0,0,0
1488,119.08741,10.9088375,0,0,0,0,44407,0,0,0,15208,0,23905,0,0,0,0,0,21878,11347,0,0,0,0,28900,0,0,0,0,12427,29837,0
1489,216.1411082,11.33676667,0,0,0,0,38493,0,0,18503,0,0,0,0,0,0,0,0,0,0,0,0,0,40536,0,0,0,0,0,0,0,0
1490,409.1562703,9.936061667,0,0,0,0,37841,0,0,0,0,0,31662,0,0,0,0,0,21301,0,0,0,0,0,0,0,0,0,0,18211,27997,14975
1491,297.2359009,10.85665,0,0,0,0,32881,0,17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,643.2835083,4.081113333,0,0,0,0,32161,0,0,34527,0,0,44319,0,0,0,0,0,0,0,0,0,0,0,35857,0,0,30571,0,0,43275,0
1493,795.3358765,9.92386,0,0,0,0,29779,0,0,0,0,0,34091,0,0,0,0,0,21414,0,0,0,0,0,0,0,0,0,0,0,14210,0
1494,209.1651703,9.26079,0,0,0,0,29384,0,10097,29367,0,0,0,0,0,0,0,0,0,0,0,0,0,20625,47991,0,0,0,0,0,0,0
1495,387.1681824,9.92956,0,0,0,0,27311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15170,0
1496,161.1078644,6.38402,0,0,0,0,26493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
