row ID,row m/z,row retention time,116APW.raw filtered Peak height,116MTBE.raw filtered Peak height,116TA.raw filtered Peak height,Auvaursi_pipe-APW.raw filtered Peak height,Auvaursi_pipe-MTBE.raw filtered Peak height,Auvaursi_pipe-TA.raw filtered Peak height,Csericea_pipe-APW.raw filtered Peak height,Csericea_pipe-MTBE.raw filtered Peak height,Csericea_pipe-TA.raw filtered Peak height,Nattenuata_pipe-APW.raw filtered Peak height,Nattenuata_pipe-MTBE.raw filtered Peak height,Nattenuata_pipe-TA.raw filtered Peak height,Nquadrivalvis_pipe-APW.raw filtered Peak height,Nquadrivalvis_pipe-MTBE.raw filtered Peak height,Nquadrivalvis_pipe-TA.raw filtered Peak height,Nrustica_pipe-APW.raw filtered Peak height,Nrustica_pipe-MTBE.raw filtered Peak height,Nrustica_pipe-TA.raw filtered Peak height,Ntabacum_pipe-APW.raw filtered Peak height,Ntabacum_pipe-MTBE.raw filtered Peak height,Ntabacum_pipe-TA.raw filtered Peak height,Rglabra_pipe-APW.raw filtered Peak height,Rglabra_pipe-MTBE.raw filtered Peak height,Rglabra_pipe-TA.raw filtered Peak height,Tbrevifolia_pipe-APW.raw filtered Peak height,Tbrevifolia_pipe-MTBE.raw filtered Peak height,Tbrevifolia_pipe-TA.raw filtered Peak height,Blank_pipe-APW.raw filtered Peak height,Blank_pipe-MTBE.raw filtered Peak height,Blank_pipe-TA.raw filtered Peak height
2302,167.1190796,5.3374875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13337,0,0,0,29804,28623,14899,0,0,0,0,0,0
2303,211.1363678,4.7139375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12928,0,0,0,0,0,0,0,0,0,0,0,0
2304,211.1432953,4.936018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,0,0,0,103808,0,48426,23566,0,22266,0,0,0
2305,191.1225891,2.90075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11747,0,0,0,18936,0,0,0,0,0,0,0,0
2306,188.9202881,0.689217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11475,0,0,0,0,0,0,0,0,0,0,0,0
2307,229.94487,0.689217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11406,0,0,0,0,0,0,0,0,0,0,0,0
2308,239.1470439,6.843515556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11042,0,0,0,0,0,0,0,0,0,0,0,0
2309,239.1439018,6.685125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10973,0,0,0,0,0,0,0,0,0,0,0,0
2310,155.1578217,2.98455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10719,0,0,0,11264,0,0,0,0,0,0,0,0
2311,165.1386261,4.00608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10597,0,0,0,0,0,0,0,0,0,0,0,0
2312,497.3591003,9.50145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10493,0,0,0,0,0,0,0,0,0,0,0,0
2313,345.3083801,10.5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10063,0,0,0,0,0,0,0,0,0,0,0,0
2314,237.149231,0.657117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32836,0,0,0,0,0,0,0,0,0,0,0
2315,182.9562988,0.594033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24580,0,0,0,0,0,0,0,0,0,0,0
2316,379.2980957,9.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11189,0,0,0,0,0,0,0,0,0,0,0
2317,498.3817749,9.60387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10193,0,0,0,0,0,0,0,0,0,0,0
2318,345.2434998,10.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36699,0,0,0,0,0,0,0,0,0,0
2319,391.2500916,11.4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35105,0,0,0,0,0,0,0,0,0,0
2320,345.2434998,11.3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31536,0,0,0,0,0,0,0,0,0,0
2321,287.2037048,11.7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22482,0,0,0,0,0,0,0,0,0,0
2322,317.2089132,12.02203333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22472,0,0,0,0,0,0,0,0,0,0
2323,278.184021,6.76775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19490,0,0,0,0,0,0,0,0,0,0
2324,343.2268982,10.7935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17925,0,0,0,0,0,0,0,0,0,0
2325,498.4012756,11.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17821,0,0,0,0,0,0,0,0,0,0
2326,659.2913208,11.5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16333,0,0,0,0,0,0,0,0,0,0
2327,497.3625336,9.450025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16144,0,0,0,0,0,0,0,0,0,0
2328,333.2085571,10.9612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16131,0,0,0,0,0,0,0,0,0,0
2329,473.3611145,10.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15910,0,0,0,0,0,0,0,0,0,0
2330,389.2322998,11.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14247,0,0,0,0,0,0,0,0,0,0
2331,659.3025513,11.5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14165,0,0,0,0,0,0,0,0,0,0
2332,292.1665649,7.7167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13637,0,0,0,0,0,0,0,0,0,0
2333,209.1563416,9.7608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13480,0,0,0,0,0,0,0,0,0,0
2334,393.2644348,12.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13230,0,0,0,0,0,0,0,0,0,0
2335,345.2434998,11.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13189,0,0,0,0,0,0,0,0,0,0
2336,305.2475891,10.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13170,0,0,0,0,0,0,0,0,0,0
2337,273.1542664,6.8725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12625,0,0,0,0,0,0,0,0,0,0
2338,264.1397705,5.7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10671,0,0,0,0,0,0,0,0,0,0
2339,673.3081665,12.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666,0,0,0,0,0,0,0,0,0,0
2340,361.2404785,11.0426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10239,0,0,0,0,0,0,0,0,0,0
2341,379.2980957,8.83285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10015,0,0,0,0,0,0,0,0,0,0
2342,182.9475759,0.708989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27246,0,0,0,0,0,0,0,0,0
2343,182.9740143,0.71955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19269,0,0,0,0,0,0,0,0,0
2344,323.0325317,1.23048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15289,0,0,0,0,0,0,0,0,0
2345,323.0011597,1.24097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13708,0,0,0,0,0,0,0,0,0
2346,245.0002441,0.977983333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13487,0,0,0,0,0,0,0,0,0
2347,384.9382324,0.8243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12086,0,0,0,0,0,0,0,0,0
2348,233.0197906,0.981433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11852,0,0,0,0,0,0,0,0,0
2349,338.9754028,0.799916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10635,0,0,0,0,0,0,0,0,0
2350,199.9421692,0.709083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10628,0,0,0,0,0,0,0,0,0
2351,195.1872253,5.85959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497266,296246,110215,86672,0,55316,0,0,0
2352,271.0589294,8.097605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416450,363501,0,0,0,0,0,0,0
2353,217.1991425,11.77385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217241,206736,0,0,0,0,0,0,0
2354,206.1558838,3.243933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216688,80432,58533,0,0,0,0,0,0
2355,287.0557861,8.14475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157250,126429,0,0,0,0,0,0,0
2356,220.0616455,1.037155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111816,0,17369,0,0,0,0,0,0
2357,220.0648804,1.77383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101093,0,0,0,0,0,0,0,0
2358,319.0437317,5.277286667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83154,18639,17458,0,0,0,0,0,0
2359,271.0589294,6.1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75095,0,0,0,0,0,0,0,0
2360,615.4154663,9.3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68468,88928,11716,0,0,0,0,0,0
2361,167.1521698,4.068986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63150,0,18869,14201,0,11439,0,0,0
2362,167.1516673,3.892886667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62768,0,20109,13897,0,11686,0,0,0
2363,295.218689,11.1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57160,46353,0,0,13030,0,0,0,0
2364,253.2197495,9.39183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55559,46339,0,0,0,0,0,0,0
2365,260.0586548,7.426605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55399,22155,0,0,0,0,0,0,0
2366,615.4262695,9.397065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51548,65768,0,0,0,0,0,0,0
2367,771.1113892,5.11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50496,0,0,0,0,0,0,0,0
2368,271.0589294,7.77063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45853,0,0,0,0,0,0,0,0
2369,367.2470093,11.77905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44678,50708,0,0,0,0,0,0,0
2370,263.1404114,6.49898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44134,0,0,0,0,0,0,0,0
2371,396.2391968,9.69875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41147,0,0,28133,12595,0,0,0,0
2372,187.08284,0.9929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40724,0,0,0,0,0,0,0,0
2373,257.1630554,9.83475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40629,57567,0,0,0,0,0,0,0
2374,271.0589294,8.0825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39429,0,0,0,0,0,0,0,0
2375,216.1421814,5.439985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39018,20477,0,0,0,0,0,0,0
2376,271.0948486,8.10347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38624,0,0,0,0,0,0,0,0
2377,771.0993042,5.11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38365,0,0,0,0,0,0,0,0
2378,343.2268982,11.6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36622,0,0,0,0,0,0,0,0
2379,188.140419,4.8268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34311,29989,0,0,0,0,0,0,0
2380,615.4046631,9.39183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34240,41221,0,0,0,0,0,0,0
2381,245.1681824,4.756235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33622,10293,0,0,0,0,0,0,0
2382,249.1897583,9.19873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33612,0,0,0,0,0,0,0,0
2383,189.1063232,10.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33172,0,0,0,0,0,0,0,0
2384,287.0557861,6.559145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31787,21599,0,0,0,0,0,0,0
2385,325.1857605,9.17739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30611,0,0,0,10471,0,0,0,0
2386,251.1851501,11.8631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30368,0,0,0,15165,0,0,0,0
2387,771.1235352,5.11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30195,0,0,0,0,0,0,0,0
2388,193.1738281,7.40565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29680,29363,0,0,0,0,0,0,0
2389,246.0438232,6.41518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29551,0,0,0,0,0,0,0,0
2390,285.1545563,10.86715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28691,28895,0,0,0,0,0,0,0
2391,182.0834961,1.03243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28509,0,0,0,0,0,0,0,0
2392,468.3469849,11.4934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28481,24728,0,0,0,0,0,0,0
2393,383.2443848,11.6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27758,26379,0,0,0,0,0,0,0
2394,177.1634827,7.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27590,30033,0,0,0,0,0,0,0
2395,232.1011505,8.26058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27423,0,0,0,0,0,0,0,0
2396,233.1597392,7.405216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27270,38951,14329,0,0,0,0,0,0
2397,218.1909943,11.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27153,0,0,0,0,0,0,0,0
2398,251.1989746,11.20366667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26429,20585,0,15258,0,0,0,0,0
2399,591.472168,11.5249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26160,12762,0,21929,0,0,0,0,0
2400,231.1511536,4.0571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26129,0,0,0,0,0,0,0,0
2401,579.4002075,11.77385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25928,34565,0,0,0,0,0,0,0
2402,230.1567383,6.12145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25369,17456,0,0,0,0,0,0,0
2403,251.1989746,9.489461667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25177,22938,17764,114335,74612,18490,0,0,0
2404,285.0771484,8.760465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25120,22918,0,0,0,0,0,0,0
2405,292.2262878,10.66285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24999,34836,0,0,0,0,0,0,0
2406,235.1770325,9.397065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24896,24482,0,0,0,0,0,0,0
2407,189.1663513,10.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24651,20990,0,0,0,0,0,0,0
2408,303.0513153,5.956215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24108,12568,0,0,0,0,0,0,0
2409,218.1909943,11.77385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27153,24652,0,0,0,0,0,0,0
2410,319.0437317,6.2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23634,15964,0,0,0,0,0,0,0
2411,175.1473389,7.40565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23488,25571,0,0,0,0,0,0,0
2412,243.1492462,5.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23486,12616,0,0,0,0,0,0,0
2413,373.1702271,9.49145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23403,22470,0,0,0,0,0,0,0
2414,309.2169983,9.48491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22886,22009,10092,19362,21244,0,0,0,0
2415,207.1159363,5.319515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22766,15517,0,0,0,0,0,0,0
2416,353.2432048,11.11286667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22575,22682,0,10700,0,0,0,0,0
2417,262.1888733,4.71467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22445,0,0,0,0,0,0,0,0
2418,177.0821533,4.84037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22199,0,0,0,0,0,0,0,0
2419,218.1909943,11.8792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22025,0,0,0,0,0,0,0,0
2420,251.2128143,9.49488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21868,14362,0,18353,0,0,0,0,0
2421,365.2379303,11.8629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21750,19056,0,0,0,0,0,0,0
2422,185.1118011,4.60992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21426,0,0,0,0,0,0,0,0
2423,207.1850433,6.262855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21385,18567,0,0,0,0,0,0,0
2424,235.2171936,11.7535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21362,0,0,0,0,0,0,0,0
2425,285.0771484,9.15615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20706,20973,0,0,0,0,0,0,0
2426,253.2162781,11.776475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20660,20252,0,14834,10618,0,0,0,0
2427,591.4827881,11.5249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20640,11117,0,17476,0,0,0,0,0
2428,235.1435547,5.79953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20616,0,0,0,0,0,0,0,0
2429,193.0525055,5.28285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20598,12183,0,0,0,0,0,0,0
2430,233.0908712,4.546413333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20580,11053,10577,0,0,0,0,0,0
2431,379.2428131,11.91525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20466,25394,0,0,0,0,0,0,0
2432,199.1354116,2.410736667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20438,0,0,0,0,0,0,0,0
2433,539.1062012,10.5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,16353,0,0,0,0,0,0,0
2434,232.1044769,10.1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20294,36288,0,0,0,0,0,0,0
2435,251.1989746,9.502115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20252,0,0,0,12703,0,0,0,0
2436,332.2610168,9.011865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20211,12556,0,0,0,0,0,0,0
2437,216.1421814,5.439985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39018,20477,0,0,0,0,0,0,0
2438,205.0980377,9.2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20016,0,0,0,0,0,0,0,0
2439,539.0960693,10.50815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20015,17315,0,0,0,0,0,0,0
2440,923.1258545,5.3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19914,0,0,0,0,0,0,0,0
2441,218.1781006,9.38728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19862,0,0,0,0,0,0,0,0
2442,179.1210632,5.20397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19466,20121,13230,0,0,0,0,0,0
2443,269.2103373,9.491383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19328,17221,0,0,11342,0,0,0,0
2444,165.1386261,4.161525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19248,11321,0,0,0,0,0,0,0
2445,311.2290344,9.433675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19246,0,13987,0,0,0,0,0,0
2446,160.0789642,4.266275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19239,16295,0,0,0,0,0,0,0
2447,136.078537,0.982433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19225,0,0,0,0,0,0,0,0
2448,174.0917511,4.15629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19095,15465,0,0,0,0,0,0,0
2449,235.2171936,11.857675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19023,21929,0,16709,12183,0,0,0,0
2450,214.1253891,5.809565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18988,12203,0,0,0,0,0,0,0
2451,193.1354065,6.257273333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18924,20073,10153,0,0,0,0,0,0
2452,190.1341858,4.041065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18759,11274,0,0,0,0,0,0,0
2453,276.2072449,5.5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18689,0,0,0,0,0,0,0,0
2454,177.0647278,7.08157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18664,0,0,0,0,0,0,0,0
2455,153.1039124,4.857173333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18558,18624,10502,0,0,0,0,0,0
2456,289.1674194,11.5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18506,17113,0,0,0,0,0,0,0
2457,210.0916901,8.990915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18381,30625,0,0,0,0,0,0,0
2458,233.1930695,12.0543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18356,19859,0,0,0,0,0,0,0
2459,153.1039124,4.276363333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18232,10901,11359,0,0,0,0,0,0
2460,294.2220154,11.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18211,0,0,0,0,0,0,0,0
2461,849.6101074,11.77385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18205,24071,0,0,0,0,0,0,0
2462,339.1993408,10.7833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18201,18972,0,0,0,0,0,0,0
2463,217.1927185,9.39183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18190,131305,0,0,0,0,0,0,0
2464,230.1567383,6.215735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18066,11653,0,0,0,0,0,0,0
2465,259.1338196,8.51212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18057,0,0,0,0,0,0,0,0
2466,849.6228638,11.77905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17998,23485,0,0,0,0,0,0,0
2467,292.2001648,12.0543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17846,24036,0,0,0,0,0,0,0
2468,207.1850433,6.559145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17756,16454,0,0,0,0,0,0,0
2469,218.0813904,1.89953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17701,0,0,0,0,0,0,0,0
2470,539.0960693,8.969965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17674,12783,0,0,0,0,0,0,0
2471,235.2171936,11.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17576,12553,0,0,12188,0,0,0,0
2472,170.0976334,4.28199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17385,15936,0,0,0,0,0,0,0
2473,230.1567383,6.28905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17158,13194,0,0,0,0,0,0,0
2474,251.2128143,9.470376667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17137,14387,0,14505,0,0,0,0,0
2475,135.1178284,11.8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17131,17273,0,10521,0,0,0,0,0
2476,251.2128143,11.87885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16941,0,0,0,13901,0,0,0,0
